name,email,phone,website,address,city,state,niche,rating,reviewCount,lastReviewDate,reviewsLink,competitorName,competitorReviewCount,lane,sourceQuery
North Westchester Veterinary Office,northwest.vet@verizon.net,+1 914-736-9500,https://northwestvet.com/,"2068 Main St, Cortlandt Manor, NY 10567",Cortlandt Manor,New York,Veterinarian,4.9,489,,https://search.google.com/local/reviews?placeid=ChIJ4-346ajJwokRfWy053wjgco&q=*&authuser=0&hl=en&gl=US,,,relay,"veterinary, Westchester County NY, USA"
North Westchester Veterinary Office,northwestvet@northwestvet.com,+1 914-736-9500,https://northwestvet.com/,"2068 Main St, Cortlandt Manor, NY 10567",Cortlandt Manor,New York,Veterinarian,4.9,489,,https://search.google.com/local/reviews?placeid=ChIJ4-346ajJwokRfWy053wjgco&q=*&authuser=0&hl=en&gl=US,,,relay,"veterinary, Westchester County NY, USA"
North Westchester Veterinary Office,julie.slavin@northwestvet.com,+1 914-736-9500,https://northwestvet.com/,"2068 Main St, Cortlandt Manor, NY 10567",Cortlandt Manor,New York,Veterinarian,4.9,489,,https://search.google.com/local/reviews?placeid=ChIJ4-346ajJwokRfWy053wjgco&q=*&authuser=0&hl=en&gl=US,,,relay,"veterinary, Westchester County NY, USA"
Feline Veterinary Medical Center,customer.care@felinevetmed.com,+1 914-250-0661,http://www.felinevetmed.com/,"917 Saw Mill River Rd, Ardsley, NY 10502",Ardsley,New York,Veterinarian,4.9,1364,,https://search.google.com/local/reviews?placeid=ChIJoVkJZzDrwokRA0Xur-hppWU&q=*&authuser=0&hl=en&gl=US,,,relay,"veterinary, Westchester County NY, USA"
Hudson Valley Veterinary Dermatology - Westchester,hello@hudsondermatology.com,+1 914-495-8300,http://www.nydermvet.com/,"620 Commerce St, Thornwood, NY 10594",Thornwood,New York,Veterinarian,5,44,,https://search.google.com/local/reviews?placeid=ChIJk0sYuLC_wokRO7QaaYFRRTw&q=*&authuser=0&hl=en&gl=US,,,relay,"veterinary, Westchester County NY, USA"
Taconic Veterinary Center,staff@taconicvet.com,+1 914-737-2437,https://taconicvet.com/,"3655 Crompond Rd, Cortlandt Manor, NY 10567",Cortlandt Manor,New York,Veterinarian,4.4,373,,https://search.google.com/local/reviews?placeid=ChIJ4S4QidXJwokRGwt_eCFR1DA&q=*&authuser=0&hl=en&gl=US,,,relay,"veterinary, Westchester County NY, USA"
Taconic Veterinary Center,info@24hrvetcenter.com,+1 914-737-2437,https://taconicvet.com/,"3655 Crompond Rd, Cortlandt Manor, NY 10567",Cortlandt Manor,New York,Veterinarian,4.4,373,,https://search.google.com/local/reviews?placeid=ChIJ4S4QidXJwokRGwt_eCFR1DA&q=*&authuser=0&hl=en&gl=US,,,relay,"veterinary, Westchester County NY, USA"
White Plains Veterinary Hospital,whiteplainsvets@gmail.com,+1 914-946-0558,http://whiteplainsvets.com/,"45 Tarrytown Rd, White Plains, NY 10607",White Plains,New York,Veterinarian,4.9,390,,https://search.google.com/local/reviews?placeid=ChIJK9hvUCyUwokR_-dGvp4dk2Y&q=*&authuser=0&hl=en&gl=US,,,relay,"veterinary, Westchester County NY, USA"
Petchester Veterinary,cindycafagna@gmail.com,+1 914-771-7387,http://www.petchesterveterinary.com/,"309 White Plains Rd, Eastchester, NY 10709",Eastchester,New York,Animal hospital,4.7,389,,https://search.google.com/local/reviews?placeid=ChIJ3xDzj-qSwokRJcLU2YYAGno&q=*&authuser=0&hl=en&gl=US,,,relay,"veterinary, Westchester County NY, USA"
Petchester Veterinary,petchestervets@gmail.com,+1 914-771-7387,http://www.petchesterveterinary.com/,"309 White Plains Rd, Eastchester, NY 10709",Eastchester,New York,Animal hospital,4.7,389,,https://search.google.com/local/reviews?placeid=ChIJ3xDzj-qSwokRJcLU2YYAGno&q=*&authuser=0&hl=en&gl=US,,,relay,"veterinary, Westchester County NY, USA"
Petchester Veterinary,nfo@veterinaryemergencygroup.com,+1 914-771-7387,http://www.petchesterveterinary.com/,"309 White Plains Rd, Eastchester, NY 10709",Eastchester,New York,Animal hospital,4.7,389,,https://search.google.com/local/reviews?placeid=ChIJ3xDzj-qSwokRJcLU2YYAGno&q=*&authuser=0&hl=en&gl=US,,,relay,"veterinary, Westchester County NY, USA"
Veterinary Specialty & Emergency Center (VSEC),info@vsec.vet,+1 914-315-4600,http://vsec.vet/,"566 E Boston Post Rd, Mamaroneck, NY 10543",Mamaroneck,New York,Veterinarian,5,34,,https://search.google.com/local/reviews?placeid=ChIJEb9IAwCRwokR8vrgNIDFByA&q=*&authuser=0&hl=en&gl=US,,,relay,"veterinary, Westchester County NY, USA"
Veterinary Specialty & Emergency Center (VSEC),careers@vsec.vet,+1 914-315-4600,http://vsec.vet/,"566 E Boston Post Rd, Mamaroneck, NY 10543",Mamaroneck,New York,Veterinarian,5,34,,https://search.google.com/local/reviews?placeid=ChIJEb9IAwCRwokR8vrgNIDFByA&q=*&authuser=0&hl=en&gl=US,,,relay,"veterinary, Westchester County NY, USA"
VEG ER for Pets,david@veg.com,+1 914-949-8779,https://www.veg.com/locations/new-york/white-plains%3Futm_source%3Dorganic_google%26utm_medium%3Dgbp_link%26utm_campaign%3Dlocations_page%26utm_content%3Dwhite_plains,"201 Tarrytown Rd, White Plains, NY 10607",White Plains,New York,Emergency veterinarian service,4.7,1467,,https://search.google.com/local/reviews?placeid=ChIJw4RvnU6UwokRlD3O6qxSLzY&q=*&authuser=0&hl=en&gl=US,,,relay,"veterinary, Westchester County NY, USA"
VEG ER for Pets,bloodbank@veg.vet,+1 914-949-8779,https://www.veg.com/locations/new-york/white-plains%3Futm_source%3Dorganic_google%26utm_medium%3Dgbp_link%26utm_campaign%3Dlocations_page%26utm_content%3Dwhite_plains,"201 Tarrytown Rd, White Plains, NY 10607",White Plains,New York,Emergency veterinarian service,4.7,1467,,https://search.google.com/local/reviews?placeid=ChIJw4RvnU6UwokRlD3O6qxSLzY&q=*&authuser=0&hl=en&gl=US,,,relay,"veterinary, Westchester County NY, USA"
