name,email,phone,website,address,city,state,niche,rating,reviewCount,lastReviewDate,reviewsLink,competitorName,competitorReviewCount,lane,sourceQuery,qa_flags,qa_recommendation
BEST CONNECTICUT ROOFING LLC,bestconnecticutroofing@hotmail.com,+1 203-442-4165,http://www.bestconnecticutroofing.com/,"35 Meridian St, Meriden, CT 06451",Meriden,Connecticut,Roofing contractor,5,253,,https://search.google.com/local/reviews?placeid=ChIJu8DzGovJ54kR10xC8nkbiO8&q=*&authuser=0&hl=en&gl=US,,,relay,"roofing contractor, Connecticut, USA",personal_email_domain,review_before_live
"Roofing Solutions of CT, LLC",roofingsolutionsofct@gmail.com,+1 203-838-0235,https://www.roofingsolutionsofct.com/,"1 Morgan Ave 3rd floor, Norwalk, CT 06851",Norwalk,Connecticut,Roofing contractor,5,76,,https://search.google.com/local/reviews?placeid=ChIJwRv1p48d6IkRXUd2vut-j28&q=*&authuser=0&hl=en&gl=US,,,relay,"roofing contractor, Connecticut, USA",personal_email_domain;multiple_contacts_same_business,review_before_live
"Roofing Solutions of CT, LLC",office@rsofct.com,+1 203-838-0235,https://www.roofingsolutionsofct.com/,"1 Morgan Ave 3rd floor, Norwalk, CT 06851",Norwalk,Connecticut,Roofing contractor,5,76,,https://search.google.com/local/reviews?placeid=ChIJwRv1p48d6IkRXUd2vut-j28&q=*&authuser=0&hl=en&gl=US,,,relay,"roofing contractor, Connecticut, USA",multiple_contacts_same_business,review_before_live
Hemlock Roofing CT,hemlockroofing@gmail.com,+1 774-418-3724,https://hemlockroofingco.com/roofing-company-hartford-ct/,"105 Evergreen Ave, Hartford, CT 06105",Hartford,Connecticut,Roofing contractor,5,103,,https://search.google.com/local/reviews?placeid=ChIJ-9T4zbZT5okR2MK8W3TGGlE&q=*&authuser=0&hl=en&gl=US,,,relay,"roofing contractor, Connecticut, USA",personal_email_domain;multiple_contacts_same_business,review_before_live
Hemlock Roofing CT,hemlockcontractingco@gmail.com,+1 774-418-3724,https://hemlockroofingco.com/roofing-company-hartford-ct/,"105 Evergreen Ave, Hartford, CT 06105",Hartford,Connecticut,Roofing contractor,5,103,,https://search.google.com/local/reviews?placeid=ChIJ-9T4zbZT5okR2MK8W3TGGlE&q=*&authuser=0&hl=en&gl=US,,,relay,"roofing contractor, Connecticut, USA",personal_email_domain;multiple_contacts_same_business,review_before_live
Zaman Roofing - CT Roofing Contractors & Roof Repair,zamancarpentry@gmail.com,+1 860-977-8042,https://zamanroofing.com/,"567 Wethersfield Rd, Berlin, CT 06037",Berlin,Connecticut,Roofing contractor,5,70,,https://search.google.com/local/reviews?placeid=ChIJMd2eQLy054kR3VGTndmH8d8&q=*&authuser=0&hl=en&gl=US,,,relay,"roofing contractor, Connecticut, USA",personal_email_domain;multiple_contacts_same_business,review_before_live
Zaman Roofing - CT Roofing Contractors & Roof Repair,office@zamanroofing.com,+1 860-977-8042,https://zamanroofing.com/,"567 Wethersfield Rd, Berlin, CT 06037",Berlin,Connecticut,Roofing contractor,5,70,,https://search.google.com/local/reviews?placeid=ChIJMd2eQLy054kR3VGTndmH8d8&q=*&authuser=0&hl=en&gl=US,,,relay,"roofing contractor, Connecticut, USA",multiple_contacts_same_business,review_before_live
Connecticut Commercial Roofing,info@connecticutcommercialroofing.net,+1 475-271-8523,https://connecticutcommercialroofing.net/,"51 Sugar Hollow Rd UNIT 10, Danbury, CT 06810",Danbury,Connecticut,Roofing contractor,5,11,,https://search.google.com/local/reviews?placeid=ChIJrQe6CKaqwokRXQyugJjusBM&q=*&authuser=0&hl=en&gl=US,,,relay,"roofing contractor, Connecticut, USA",,ok
Elite Roofing CT LLC,wadmanzr2@yahoo.com,+1 860-309-0493,http://eliteroofingct.com/%3Futm_source%3DGoogle%2520My%2520Business%26utm_medium%3Dorganic%26utm_campaign%3Dnew-hartford,"6 Hidden Hill Rd, New Hartford, CT 06057",New Hartford,Connecticut,Roofing contractor,5,69,,https://search.google.com/local/reviews?placeid=ChIJr4N9iqB254kR65exEyQKenA&q=*&authuser=0&hl=en&gl=US,,,relay,"roofing contractor, Connecticut, USA",personal_email_domain;multiple_contacts_same_business,review_before_live
Elite Roofing CT LLC,eliteroofingct@gmail.com,+1 860-309-0493,http://eliteroofingct.com/%3Futm_source%3DGoogle%2520My%2520Business%26utm_medium%3Dorganic%26utm_campaign%3Dnew-hartford,"6 Hidden Hill Rd, New Hartford, CT 06057",New Hartford,Connecticut,Roofing contractor,5,69,,https://search.google.com/local/reviews?placeid=ChIJr4N9iqB254kR65exEyQKenA&q=*&authuser=0&hl=en&gl=US,,,relay,"roofing contractor, Connecticut, USA",personal_email_domain;multiple_contacts_same_business,review_before_live
Nutmeg Roofing Company,nutmegroofingco@gmail.com,+1 203-800-5506,https://nutmegroofing.com/,"554 Boston Post Rd #163, Orange, CT 06477",Orange,Connecticut,Roofing contractor,4.8,64,,https://search.google.com/local/reviews?placeid=ChIJrfa_wjN16IkRE7N2Qd7GcTI&q=*&authuser=0&hl=en&gl=US,,,relay,"roofing contractor, Connecticut, USA",personal_email_domain,review_before_live
All Star Roofing LLC,allstar.roofingllcc@gmail.com,+1 860-508-2173,http://allstarroofingct.com/,"60 Waterbury Rd, Prospect, CT 06712",Prospect,Connecticut,Roofing contractor,5,85,,https://search.google.com/local/reviews?placeid=ChIJ6SThrHfB54kRlgEdFH_T5LU&q=*&authuser=0&hl=en&gl=US,,,relay,"roofing contractor, Connecticut, USA",personal_email_domain,review_before_live
Brown Roofing,crystal@brownroofing.org,+1 203-463-5545,https://www.brownroofing.org/%3Futm_source%3Dgoogle%26utm_medium%3Dorganic%26utm_campaign%3Dgmb-brown%26utm_content%3Dwebsite%26y_source%3D1_MzA3MzIwMy03MTUtbG9jYXRpb24ud2Vic2l0ZQ%253D%253D,"12 Progress Ave, Seymour, CT 06483",Seymour,Connecticut,Roofing contractor,4.9,1068,,https://search.google.com/local/reviews?placeid=ChIJ36sUNibd54kRw1hazNZ0IzU&q=*&authuser=0&hl=en&gl=US,,,relay,"roofing contractor, Connecticut, USA",multiple_contacts_same_business,review_before_live
Brown Roofing,darwin@brownroofing.org,+1 203-463-5545,https://www.brownroofing.org/%3Futm_source%3Dgoogle%26utm_medium%3Dorganic%26utm_campaign%3Dgmb-brown%26utm_content%3Dwebsite%26y_source%3D1_MzA3MzIwMy03MTUtbG9jYXRpb24ud2Vic2l0ZQ%253D%253D,"12 Progress Ave, Seymour, CT 06483",Seymour,Connecticut,Roofing contractor,4.9,1068,,https://search.google.com/local/reviews?placeid=ChIJ36sUNibd54kRw1hazNZ0IzU&q=*&authuser=0&hl=en&gl=US,,,relay,"roofing contractor, Connecticut, USA",multiple_contacts_same_business,review_before_live
